Token	Occurrences	Frequency	BaselineFrequency
voluntarily	17	1.96380544833563e-06	3.81856817668425e-06
hand	2243	0.000259106801212754	0.00010652610332647
items	4730	0.000546399986507501	3.85996825475672e-05
there	18157	0.00209745973679	0.0011761476082288
previous	1486	0.000171659699778044	0.000111128916884527
leadership	907	0.000104774796567083	5.79180360513832e-05
months	830	9.58799130657983e-05	0.000109912158492397
ago	929	0.000107316191853165	3.31655015680549e-05
claimed	533	6.15710767036994e-05	7.42811644700262e-05
exact	356	4.11243964474991e-05	2.42493384124475e-05
gctf	2382	0.000275163798702086	
defender	21	2.42587731853225e-06	1.12150455396315e-05
patrol	27286	0.00315202326254623	2.86417857201363e-05
hmmwv	391	4.51675253117195e-05	4.81317980842528e-07
minestrike	23	2.65691325363056e-06	
baf	6093	0.000703850976276999	4.74586260830744e-07
wd	3644	0.000420947473749119	5.69335219996599e-06
st	1941	0.000224220375012909	0.000650585397608824
en	2119	0.000244782573236659	0.000325271662179375
responded	3866	0.000446592462545032	1.59962496780008e-05
extracted	634	7.3238391426164e-05	5.1144242789526e-06
tomorrow	1118	0.000129149087719955	1.04964344283736e-05
morning	1604	0.000185290819948844	5.99055763848623e-05
explosion	4688	0.000541548231870437	1.61847378383307e-05
kills	35	4.04312886422041e-06	1.46869301357089e-05
qaba	1	1.15517967549155e-07	
mosque	1177	0.000135964647805355	1.44580516553082e-05
spin	522	6.03003790606587e-05	1.94715001340841e-05
boldak	229	2.64536145687564e-05	4.03903200707016e-08
ngo	446	5.1521013526923e-05	3.16727426554419e-06
kidnapped	409	4.72468487276042e-05	6.72162243176593e-06
arghandab	341	3.93916269342617e-05	4.71220400824852e-08
district	18116	0.00209272350012049	0.000417757080491267
khwost	16	1.84828748078647e-06	3.3658600058918e-09
grdez	3	3.46553902647464e-07	
gardez	2750	0.000317674410760175	1.44731980253348e-07
freaktown	1	1.15517967549155e-07	
once	2158	0.000249287773971076	0.000172993423792818
qalat	1525	0.000176164900512461	1.12756310197375e-07
th	4000	0.000462071870196619	0.0010512657873602
div	52	6.00693431255604e-06	0.000137113356130011
cmd	294	3.39622824594515e-05	3.85222677674317e-06
soldiers	2212	0.00025552574421873	6.14925793776403e-05
injuring	164	1.89449466780614e-05	2.96700559519362e-06
more	5197	0.000600346877352957	0.00100838304795513
explosions	820	9.47247333903068e-05	3.61325071632485e-06
fb	4320	0.000499037619812348	5.82159146619046e-05
shkin	690	7.97073976089167e-05	1.85122300324049e-08
impacts	367	4.23950940905398e-05	5.90035259032833e-06
approx	4776	0.000551713813014763	9.56240827673861e-06
away	3082	0.000356026375986495	0.000127862289903818
q	828	9.56488771307e-05	0.000124664722898221
acquire	117	1.35156022032511e-05	1.05166295884089e-05
towers	272	3.14208871733701e-05	1.95304026841872e-05
pax	8372	0.000967116424321523	2.94176164514944e-06
ridgeline	549	6.34193641844859e-05	3.68561670645152e-07
op	10442	0.00120623861714827	4.97036547070043e-05
position	6712	0.000775356598189926	0.000225593401034892
illum	1789	0.000206661643945438	5.55366900972148e-08
dispersed	164	1.89449466780614e-05	4.02051977703776e-06
ah-	2241	0.000258875765277656	2.4234192042421e-06
salerno	2569	0.000296765658633778	2.0750526936323e-06
rtb	3080	0.000355795340051396	2.053174603594e-07
nfi	10000	0.00115517967549155	1.24536820217997e-07
zormat	1213	0.000140123294637125	8.41465001472951e-09
bazaar	1655	0.000191182236293851	2.71456609475174e-06
claymore	184	2.12553060290445e-05	4.8468384084842e-07
mortars	4375	0.000505391108027552	1.53146630268077e-06
recovered	6204	0.000716673470674955	1.73678376304017e-05
catamount	1125	0.000129957713492799	1.21170960212105e-07
sent	4505	0.000520408443808942	9.74399642405648e-05
security	10947	0.0012645751907606	0.000108957937180727
force	4024	0.000464844301417798	0.000249844422377343
recover	1410	0.000162880334244308	1.01867753078315e-05
rcied	2066	0.000238660120956553	6.73172001178361e-09
location	10898	0.00125891481035069	0.000478854171318215
multiple	2072	0.000239353228761848	7.1457207925083e-05
attacks	2089	0.000241317034210184	6.06107240560966e-05
host	139	1.60569974893325e-05	6.38739253318088e-05
nation	135	1.55949256191359e-05	7.83807819572024e-05
coalition	3453	0.000398883541947231	3.45572846804911e-05
vehicles	4287	0.000495225526883226	5.79028896813567e-05
device	8126	0.00093869900430443	5.01109237677172e-05
described	552	6.37659180871334e-05	0.000108592741370087
explosive	1862	0.000215094455576526	1.18932663308187e-05
component	154	1.77897670025698e-05	2.7780125558628e-05
bulk	148	1.70966591972749e-05	1.25243650819234e-05
explosives	1321	0.000152599235132433	6.28069477099411e-06
metal	1444	0.000166807945140979	0.000100694750866262
quot	1600	0.000184828748078647	7.54289227320353e-06
pressure	4551	0.000525722270316203	6.98954488823492e-05
cooker	418	4.82865104355466e-05	7.11879391246116e-07
container	897	0.000103619616891592	9.98314077747509e-06
classic	4	4.62071870196618e-07	6.11543104470482e-05
mujahadin	15	1.73276951323732e-06	5.0487900088377e-09
vs	431	4.97882440136856e-05	5.28574655325249e-05
soviet	233	2.6915686438953e-05	0.000140413581865788
design	261	3.01501895303294e-05	0.00018424885965252
buried	1224	0.000141393992280165	3.89228051081328e-05
center	4616	0.000533230938206898	0.00155225553700716
powered	66	7.62418585824421e-06	2.08161612064379e-05
cell	1365	0.000157682025704596	7.40287249695843e-05
batteries	1143	0.000132037036908684	9.99155542748982e-06
wired	262	3.02657074978785e-05	1.20043397110131e-05
series	263	3.03812254654277e-05	0.000685856244610564
wrapped	919	0.000106161012177673	5.57049830975093e-06
pvc	18	2.07932341588478e-06	1.44731980253348e-06
plastic	2396	0.000276781050247775	2.15802114277753e-05
tube	728	8.40970803757846e-05	3.50520661013572e-05
intended	636	7.34694273612623e-05	6.21607025888098e-05
detonated	3455	0.000399114577882329	2.07336976362935e-06
spider	532	6.14555587361503e-05	1.14287776500056e-05
improvised	625	7.21987297182216e-05	3.96161722693465e-06
housed	111	1.28224943979562e-05	1.25832676320265e-05
fluorescent	6	6.93107805294928e-07	3.37595758590948e-06
light	1876	0.000216711707122214	0.000178190311641915
ballast	36	4.15864683176957e-06	2.33590684408891e-06
cover	1061	0.000122564563569653	0.000159400398159024
frequency	219	2.52984348932649e-05	4.29063004251058e-05
code	160	1.84828748078647e-05	0.000561208351012373
written	295	3.40778004270006e-05	0.000183693492751548
prepared	619	7.15056219129267e-05	2.6442196206286e-05
destruction	373	4.30882018958347e-05	3.20917922261754e-05
main	5057	0.000584174361896075	0.000509634961072096
charge	2945	0.00034020041443226	5.74838401106232e-05
detected	280	3.23450309137633e-05	9.15177335601981e-06
civilians	686	7.92453257387201e-05	1.21204618812164e-05
seeing	507	5.85676095474214e-05	2.17888947481406e-05
wires	3472	0.000401078383330665	5.69166926996304e-06
protruding	369	4.26261300256381e-05	1.42375878249223e-06
rock	2995	0.000345976312809718	0.000258476170362452
side	4479	0.000517404976652664	0.000205842534520319
locate	657	7.58953046797946e-05	6.00301132050803e-06
destroy	1275	0.000147285408625172	2.34970687011307e-05
nangarhar	941	0.000108702407463754	1.3968319024451e-07
intelligence	1037	0.000119792132348473	5.92711117737517e-05
informing	66	7.62418585824421e-06	2.34432149410364e-06
them	7283	0.000841317357660493	0.000530365292848383
emplaced	794	9.17212662340288e-05	2.74317590480182e-07
jalalabad	1037	0.000119792132348473	4.17366640730584e-07
airfield	998	0.000115286931614056	9.22750520615238e-06
linked	1265	0.000146130228949681	3.93637327689046e-05
mobile	389	4.49364893766211e-05	5.29836852827458e-05
reaction	307	3.54640160375905e-05	4.13293950123455e-05
escort	1229	0.000141971582117911	1.29619268826893e-05
mrf	172	1.98690904184546e-05	1.80073510315211e-07
commander	3579	0.000413438805858424	7.74770485456205e-05
informed	2905	0.000335579695730294	1.30931954229191e-05
had	14612	0.00168794854182825	0.00162870599825098
impacted	2544	0.000293877709445049	2.24671155393278e-06
before	2398	0.000277012086182873	0.000571539858300458
arrived	5157	0.00059572615865099	5.14724141401004e-05
could	3979	0.000459645992878086	0.000334063288514764
drive	403	4.65537409223093e-05	7.52926054017967e-05
any	5349	0.000617905608420428	0.000474268187060188
further	10054	0.0011614176457392	0.000211648643030482
covered	644	7.43935711016556e-05	5.94427706340522e-05
rocks	585	6.75780110162555e-05	2.2088456288665e-05
blew	486	5.61417322288892e-05	3.16559133554124e-06
shots	2148	0.000248132594295584	1.34970986236261e-05
shooting	577	6.66538672758622e-05	2.71692219675586e-05
fighting	1948	0.000225029000785753	6.1564945367767e-05
r	18275	0.0021110908569608	0.000737885708581639
qr	645	7.45090890692047e-05	6.19654827084681e-06
point	4059	0.000468887430282019	0.000259346245173975
origin	689	7.95918796413675e-05	8.84968742049102e-05
cjsotf-a	209	2.41432552177733e-05	
ghecko	194	2.2410485704536e-05	
poo	8581	0.000991259679539296	4.44293520777718e-07
search	2908	0.000335926249632942	0.000178254262982027
wia	11826	0.0013661154842363	3.16390840553829e-07
complex	545	6.29572923142893e-05	9.25224427719568e-05
west	5313	0.000613746961588659	0.00048851755539513
gate	1164	0.000134462914227216	3.63058489535519e-05
chaf	1	1.15517967549155e-07	4.37561800765934e-08
blow	240	2.77243122117971e-05	1.30948783529221e-05
sayed	503	5.81055376772248e-05	4.81317980842528e-07
karem	18	2.07932341588478e-06	4.03903200707016e-08
fourteen	26	3.00346715627802e-06	1.08532155889981e-05
forty	30	3.46553902647464e-06	1.19235590708717e-05
interviewed	166	1.91759826131597e-05	8.40791829471772e-06
assistant	267	3.08432973356243e-05	4.45673523380134e-05
reference	367	4.23950940905398e-05	0.000111054867964397
recent	1118	0.000129149087719955	0.000110799062603949
activities	1295	0.000149595767976155	7.08244262439753e-05
houses	327	3.77743753885736e-05	6.68796383170701e-05
x-	44	5.0827905721628e-06	1.21608522012871e-05
dshka	377	4.35502737660313e-05	
barrels	102	1.17828326900138e-05	5.34835154936208e-06
hole	1016	0.000117366255029941	2.78827842888077e-05
ft	2464	0.000284636272041117	0.000203954287057014
deep	509	5.87986454825197e-05	6.21219951987421e-05
pre	46	5.31382650726111e-06	1.14641191800675e-05
calling	140	1.61725154568816e-05	3.08380093739807e-05
against	2393	0.000276434496345127	0.000390991761724415
early	430	4.96727260461365e-05	0.000474278284640205
within	3540	0.000408933605124007	0.000283265729305845
tb	3053	0.000352676354927569	6.99930588225201e-06
official	477	5.51020705209468e-05	0.000377853127191417
muhammad	186	2.14863419641428e-05	2.69790508772257e-05
gorbaz	2	2.31035935098309e-07	
wrote	19	2.19484138343394e-06	0.000133636422743925
cooperation	339	3.91605909991634e-05	1.95270368241813e-05
sarajuddin	2	2.31035935098309e-07	
haqqani	84	9.70350927412899e-06	7.06830601237279e-08
maulawi	65	7.50866789069505e-06	3.3658600058918e-09
naebsalar	1	1.15517967549155e-07	
son	565	6.52676516652724e-05	0.000219152827913618
jalaluddin	7	8.08625772844082e-07	1.59878350279861e-07
minister	606	7.00038883347877e-05	0.000258735341582906
frontiers	1	1.15517967549155e-07	3.04610330533208e-06
tribal	1003	0.000115864521451802	1.3719245384015e-05
affairs	978	0.000112976572263073	7.52656785217496e-05
abandoned	285	3.29226207515091e-05	3.54593351620701e-05
withour	2	2.31035935098309e-07	5.0487900088377e-09
sua	130	1.50173357813901e-05	1.24031941217113e-06
attacked	3049	0.000352214283057372	3.57336527525503e-05
ghorak	37	4.27416479931872e-06	1.00975800176754e-08
recovers	29	3.35002105892548e-06	1.53819802269255e-06
sahak	69	7.97073976089167e-06	8.07806401414033e-08
searched	1375	0.000158837205380088	3.54256765620112e-06
compounds	843	9.73816466439374e-05	1.68158365894354e-05
ammunition	1388	0.000160338938958227	1.38942701043214e-05
usa	2068	0.000238891156891652	0.000221853930568346
transmitter	78	9.01040146883406e-06	1.06192883185886e-05
receiver	396	4.57451151494652e-05	1.51648822565455e-05
w	15679	0.0018112062132032	0.000621766904238378
cap	770	8.89488350128491e-05	2.48787542335493e-05
pomz	13	1.50173357813901e-06	3.3658600058918e-09
stick	105	1.21293865926612e-05	1.43907344551904e-05
body	1032	0.000119214542510728	0.000177860457361338
enfield	76	8.77936553373575e-06	4.81149687842233e-06
rifle	1331	0.000153754414807925	2.8838688530481e-05
ak	1097	0.000126723210401423	1.1292460319767e-05
bag	1695	0.000195802954995817	9.6499206368918e-06
miscellaneous	59	6.81556008540012e-06	8.87913869554258e-06
papers	94	1.08586889496205e-05	4.43839129676923e-05
documents	212	2.44898091204208e-05	5.46211761756122e-05
pictures	594	6.86176727241979e-05	5.90523308733687e-05
initial	2126	0.000245591199009503	5.84346955622876e-05
review	305	3.52329801024922e-05	0.000147177277547628
document	953	0.000110088623074344	4.29365931651588e-05
evidence	1456	0.000168194160751569	9.89478695232043e-05
seized	565	6.52676516652724e-05	1.12133626096285e-05
nazar	69	7.97073976089167e-06	4.99830210874933e-07
shows	591	6.82711188215504e-05	0.000119770762449654
samoot	1	1.15517967549155e-07	
receipts	4	4.62071870196618e-07	1.9723939634526e-06
weapons	5264	0.00060808658117875	6.08109927264472e-05
full	879	0.000101540293475707	0.000174715061185832
expected	410	4.73623666951534e-05	4.82697983444943e-05
underground	60	6.93107805294928e-06	4.54256466395158e-05
components	1959	0.000226299698428794	3.33691360984113e-05
wireless	26	3.00346715627802e-06	1.70649102298714e-05
doorbell	35	4.04312886422041e-06	2.94512750515533e-07
actual	283	3.26915848164108e-05	4.98618501272812e-05
contained	612	7.06969961400826e-05	3.61055802832014e-05
pipe	284	3.28071027839599e-05	1.3966636094448e-05
modified	188	2.17173778992411e-05	3.36821610789593e-05
transistors	2	2.31035935098309e-07	1.82093026318747e-06
capacitors	5	5.77589837745773e-07	1.0080750717646e-06
soldered	15	1.73276951323732e-06	3.80342180665774e-07
circuit	378	4.36657917335804e-05	4.78187731037048e-05
boards	101	1.16673147224646e-05	1.54981023971288e-05
increase	680	7.85522179334251e-05	7.03262789631033e-05
range	932	0.000107662745755812	0.000162160403363855
buzzer	3	3.46553902647464e-07	5.94074291039903e-07
speaker	112	1.29380123655053e-05	3.16104742453329e-05
removed	1268	0.000146476782852328	9.83790391822086e-05
replaced	219	2.52984348932649e-05	0.000105289149774304
non-electric	53	6.1224522801052e-06	8.91952901561328e-08
detonator	491	5.67193220666349e-05	5.94074291039903e-07
electric	626	7.23142476857708e-05	8.03447612706403e-05
squib	3	3.46553902647464e-07	2.17097970380021e-07
leads	212	2.44898091204208e-05	3.13109127048085e-05
push	476	5.49865525533976e-05	1.38976359643273e-05
button	91	1.05121350469731e-05	1.278521923238e-05
case	744	8.5945367856571e-05	0.0002042319705075
expose	31	3.58105699402379e-06	3.72264116651633e-06
recessed	2	2.31035935098309e-07	6.02488941054633e-07
micro-switch	1	1.15517967549155e-07	5.0487900088377e-09
prevent	988	0.000114131751938565	4.92694587662442e-05
accidental	70	8.08625772844082e-06	6.89664715207231e-06
initiation	459	5.3022747105062e-05	4.61122820807177e-06
brand	104	1.20138686251121e-05	4.61728675608238e-05
unit	10872	0.00125591134319441	0.000177135114530068
states	466	5.38313728779061e-05	0.00163416374025054
channel	115	1.32845662681528e-05	0.000130554977908531
volt	271	3.13053692058209e-05	3.15717668552651e-06
battery	3382	0.000390681766251241	2.22365541289242e-05
aa	354	4.08933605124007e-05	2.6723245516778e-05
length	582	6.7231457113608e-05	0.000156566344034063
diameter	307	3.54640160375905e-05	2.65734647465158e-05
assessment	4243	0.000490142736311063	1.84600592023136e-05
fully	342	3.95071449018109e-05	4.64943071913864e-05
functional	76	8.77936553373575e-06	1.93907194939427e-05
designed	195	2.25260036720852e-05	0.000111914845195902
used	4471	0.00051648083291227	0.000823333113621212
fuse	541	6.24952204440927e-05	4.36383749763872e-06
munition	121	1.39776740734477e-05	9.86196981726298e-07
cloth	140	1.61725154568816e-05	1.02086533978698e-05
tied	221	2.55294708283632e-05	2.0284355325507e-05
branches	22	2.5413952860814e-06	2.5696658214981e-05
tree	864	9.98075239624696e-05	7.84901724073939e-05
above	1441	0.000166461391238332	0.00015527890258181
believed	1533	0.000177089044252854	7.70815599949282e-05
flag	152	1.75587310674715e-05	0.000315941498243043
load	289	3.33846926217057e-05	2.30342629503206e-05
signal	197	2.27570396071835e-05	5.02893143480294e-05
help	2012	0.000232422150708899	0.000126613555841632
locating	78	9.01040146883406e-06	2.18107728381789e-06
khalilan	3	3.46553902647464e-07	
include	993	0.000114709341776311	0.000264960499663803
detonation	3831	0.000442549333680811	2.44024850427156e-06
ninety-one	1	1.15517967549155e-07	1.026587301797e-07
russian	1181	0.000136426719675552	0.000142675439789748
ninety-eight	1	1.15517967549155e-07	2.40658990421264e-07
